profile,姓名,id,等级,武力,战力,满武力,书籍经验,总资质
liu271,孙膑,31,1,13,.00,15,440,35
liu271,关羽,33,500,3061,79.69,3089,5604,4644
liu271,张飞,34,350,142,2.52,238,19228,156
liu271,赵云,35,350,356,6.59,403,9594,377
liu271,马超,36,400,204,4.15,282,15698,662
liu271,黄忠,37,350,70,1.24,139,13836,84
liu271,诸葛亮,38,400,827,16.95,843,3221,1311
liu271,庞统,39,300,66,1.02,102,7215,93
liu271,周瑜,40,350,184,3.26,301,23533,200
liu271,郭嘉,41,400,1722,35.34,1765,8694,3214
liu271,荆轲,43,350,102,1.80,166,12937,156
liu271,韦小宝,44,350,156,2.75,257,20261,1129
liu271,黄飞鸿,45,350,353,6.22,360,1532,578
liu271,关银屏,51,400,1210,24.51,1238,5768,2617
liu271,马云騄,55,400,190,3.83,205,3081,1961
cq1473691,零零发,1,350,478,8.43,479,262,514
cq1473691,鳌拜,2,300,32,.48,91,11981,36
cq1473691,和珅,3,50,1,.00,76,15122,10
cq1473691,郑板桥,4,20,1,.00,44,8745,10
cq1473691,喜来乐,5,50,1,.00,51,10020,10
cq1473691,苏乞儿,6,300,7,.11,83,15240,12
cq1473691,李卫,7,1,3,.00,27,4825,14
cq1473691,刘伯温,8,300,20,.30,92,14473,30
cq1473691,林则徐,9,350,10,.18,72,12483,515
cq1473691,方世玉,10,300,55,.83,56,216,65
cq1473691,多尔衮,11,300,5,.08,63,11795,13
cq1473691,左宗棠,12,300,5,.08,55,10148,13
cq1473691,张之洞,13,350,26,.46,88,12437,507
cq1473691,蒲松龄,14,1,1,.00,33,6480,13
cq1473691,李鸿章,15,1,1,.00,30,5815,13
cq1473691,李寻欢,16,300,8,.12,20,2579,14
cq1473691,海大富,20,300,51,.77,52,224,58
cq1473691,华佗,21,1,2,.00,28,5210,16
cq1473691,墨子,22,1,1,.00,33,6455,15
cq1473691,杜甫,23,300,4,.06,59,11101,15
cq1473691,廉颇,24,300,9,.14,52,8774,16
cq1473691,庄周,25,1,1,.00,36,7140,16
cq1473691,李元芳,26,300,4,.06,50,9215,16
cq1473691,鲁班,27,1,1,.00,2,255,16
cq1473691,关羽,33,300,192,2.92,194,544,201
cq1473691,张飞,34,300,227,3.45,228,304,236
cq1473691,赵云,35,300,156,2.46,157,343,165
cq1473691,马超,36,300,271,4.12,273,594,280
cq1473691,黄忠,37,300,279,4.24,279,35,288
cq1473691,诸葛亮,38,300,346,5.30,351,1046,356
cq1473691,庞统,39,300,261,3.96,262,208,271
cq1473691,周瑜,40,300,161,2.44,161,90,171
cq1473691,郭嘉,41,350,354,6.31,357,679,363
cq1473691,韦小宝,44,400,117,2.37,145,5790,1032
cq1473691,马云騄,55,400,278,5.60,341,12600,364
cq1473693,零零发,1,300,376,5.68,377,278,408
cq1473693,鳌拜,2,300,92,1.39,92,83,98
cq1473693,和珅,3,350,5,.09,79,14905,389
cq1473693,郑板桥,4,30,5,.01,36,6305,15
cq1473693,喜来乐,5,30,3,.00,20,3505,13
cq1473693,苏乞儿,6,300,82,1.24,83,344,88
cq1473693,李卫,7,1,5,.00,22,3555,16
cq1473693,刘伯温,8,300,20,.30,75,11095,31
cq1473693,林则徐,9,300,10,.15,97,17485,352
cq1473693,方世玉,10,300,40,.60,43,791,49
cq1473693,多尔衮,11,300,50,.75,53,628,59
cq1473693,左宗棠,12,300,40,.60,41,355,49
cq1473693,张之洞,13,300,12,.18,36,4920,25
cq1473693,蒲松龄,14,1,3,.00,48,9130,16
cq1473693,李鸿章,15,1,3,.00,14,2200,16
cq1473693,李寻欢,16,300,28,.42,29,240,35
cq1473693,海大富,20,300,68,1.03,70,485,76
cq1473693,华佗,21,1,3,.00,68,13110,17
cq1473693,墨子,22,1,3,.00,44,8220,17
cq1473693,杜甫,23,300,4,.06,28,4927,16
cq1473693,廉颇,24,300,9,.14,43,6843,17
cq1473693,庄周,25,1,3,.00,41,7625,18
cq1473693,李元芳,26,300,4,.06,51,9533,17
cq1473693,鲁班,27,1,3,.00,14,2250,18
cq1473693,关羽,33,300,260,3.95,262,460,269
cq1473693,张飞,34,300,230,3.50,230,101,239
cq1473693,赵云,35,300,43,.73,43,141,52
cq1473693,马超,36,300,300,4.56,301,274,309
cq1473693,黄忠,37,300,310,4.71,311,343,319
cq1473693,诸葛亮,38,300,301,4.62,359,11792,312
cq1473693,庞统,39,300,308,4.67,322,2927,319
cq1473693,周瑜,40,300,183,2.77,202,3892,193
cq1473693,郭嘉,41,350,324,5.77,348,4994,335
cq1473693,韦小宝,44,350,141,2.49,141,84,579
cq1473693,马云騄,55,400,384,7.74,385,267,598
