profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh123456,庞统,39,50,8,11,665,23
pgh123456,周瑜,40,1,8,10,570,20
pgh123456,郭嘉,41,350,390,428,7600,405
pgh123456,韦小宝,44,350,12,23,2217,1551
pgh123456,关银屏,51,350,456,501,9162,480
pgh123456,马云騄,55,400,8,35,5596,2111
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh1234567,零零发,1,300,18,70,10457,24
pgh1234567,鳌拜,2,100,28,47,3829,34
pgh1234567,和珅,3,20,3,10,1555,18
pgh1234567,郑板桥,4,10,3,4,380,9
pgh1234567,喜来乐,5,10,4,5,395,10
pgh1234567,苏乞儿,6,200,26,37,2338,32
pgh1234567,李卫,7,1,3,6,770,24
pgh1234567,刘伯温,8,300,14,46,6508,20
pgh1234567,林则徐,9,20,3,6,755,9
pgh1234567,方世玉,10,300,5,25,4117,20
pgh1234567,多尔衮,11,70,5,10,1180,11
pgh1234567,左宗棠,12,80,5,7,546,11
pgh1234567,张之洞,13,59,4,12,1610,22
pgh1234567,蒲松龄,14,59,4,12,1750,19
pgh1234567,李鸿章,15,59,3,5,580,9
pgh1234567,李寻欢,16,100,8,17,1988,14
pgh1234567,索尼,17,30,4,5,380,28
pgh1234567,胡雪岩,18,10,3,5,530,9
pgh1234567,曹雪芹,19,10,5,11,1245,14
pgh1234567,海大富,20,150,16,19,650,22
pgh1234567,华佗,21,50,3,4,395,27
pgh1234567,墨子,22,20,3,4,360,9
pgh1234567,杜甫,23,100,4,16,2424,10
pgh1234567,廉颇,24,59,14,16,460,23
pgh1234567,庄周,25,1,3,5,505,30
pgh1234567,李元芳,26,1,4,9,1050,10
pgh1234567,鲁班,27,1,3,4,340,12
pgh1234567,孙武,28,1,10,11,220,19
pgh1234567,张良,29,1,3,3,20,33
pgh1234567,关羽,33,130,8,12,942,17
pgh1234567,张飞,34,1,7,9,400,13
pgh1234567,赵云,35,1,7,11,910,16
pgh1234567,马超,36,400,676,684,1748,688
pgh1234567,黄忠,37,1,7,8,370,16
pgh1234567,诸葛亮,38,300,35,53,3646,41
pgh1234567,庞统,39,1,8,9,340,14
pgh1234567,周瑜,40,2,8,9,260,14
pgh1234567,郭嘉,41,350,264,290,5217,270
pgh1234567,韦小宝,44,350,3,15,2417,1254
pgh1234567,关银屏,51,350,412,456,8846,427
pgh1234567,马云騄,55,400,8,31,4634,164
pgh1234567,王异,65,1,118,146,5670,133
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh12345678,零零发,1,300,36,89,10663,48
pgh12345678,鳌拜,2,100,38,57,3887,53
pgh12345678,和珅,3,10,9,10,365,84
pgh12345678,郑板桥,4,10,17,19,430,29
pgh12345678,喜来乐,5,10,6,8,405,18
pgh12345678,苏乞儿,6,100,21,28,1528,33
pgh12345678,李卫,7,20,6,8,450,27
pgh12345678,刘伯温,8,300,24,55,6329,36
pgh12345678,林则徐,9,20,9,10,310,21
pgh12345678,方世玉,10,300,15,35,4030,42
pgh12345678,多尔衮,11,70,25,34,1926,40
pgh12345678,左宗棠,12,59,10,15,1050,22
pgh12345678,张之洞,13,59,12,34,4455,63
pgh12345678,蒲松龄,14,70,8,11,700,68
pgh12345678,李鸿章,15,1,8,10,455,20
pgh12345678,李寻欢,16,140,25,29,986,37
pgh12345678,索尼,17,70,5,8,782,74
pgh12345678,胡雪岩,18,10,9,11,565,21
pgh12345678,曹雪芹,19,10,5,6,265,14
pgh12345678,海大富,20,150,22,27,1069,34
pgh12345678,华佗,21,90,6,9,769,60
pgh12345678,墨子,22,10,8,9,380,20
pgh12345678,杜甫,23,100,8,18,2019,26
pgh12345678,廉颇,24,40,21,22,379,30
pgh12345678,庄周,25,2,8,9,300,65
pgh12345678,李元芳,26,1,12,20,1730,24
pgh12345678,鲁班,27,1,5,6,270,14
pgh12345678,孙武,28,1,10,10,30,19
pgh12345678,张良,29,1,5,5,30,35
pgh12345678,关羽,33,50,16,18,424,25
pgh12345678,张飞,34,1,20,22,410,32
pgh12345678,赵云,35,2,17,20,745,26
pgh12345678,马超,36,350,229,253,4953,241
pgh12345678,黄忠,37,10,7,9,470,16
pgh12345678,诸葛亮,38,300,57,75,3787,243
pgh12345678,庞统,39,1,16,18,410,31
pgh12345678,周瑜,40,1,21,23,440,33
pgh12345678,郭嘉,41,350,180,205,5053,195
pgh12345678,韦小宝,44,350,15,25,2054,1608
pgh12345678,关银屏,51,400,1308,1320,2525,1374
pgh12345678,马云騄,55,400,8,31,4774,164
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pgh123456789,零零发,1,300,18,81,12775,24
pgh123456789,鳌拜,2,100,28,49,4264,37
pgh123456789,和珅,3,20,3,7,955,18
pgh123456789,郑板桥,4,20,6,9,750,12
pgh123456789,喜来乐,5,20,3,21,3790,9
pgh123456789,苏乞儿,6,100,14,21,1423,20
pgh123456789,李卫,7,10,3,10,1462,24
pgh123456789,刘伯温,8,300,14,63,9810,20
pgh123456789,林则徐,9,30,3,12,1935,9
pgh123456789,方世玉,10,300,5,34,5888,20
pgh123456789,多尔衮,11,100,5,30,5131,14
pgh123456789,左宗棠,12,100,15,34,3865,21
pgh123456789,张之洞,13,54,12,33,4244,33
pgh123456789,蒲松龄,14,100,3,13,2003,18
pgh123456789,李鸿章,15,10,3,15,2490,9
pgh123456789,李寻欢,16,150,14,25,2211,20
pgh123456789,索尼,17,60,3,12,1825,27
pgh123456789,胡雪岩,18,10,3,11,1785,9
pgh123456789,曹雪芹,19,10,3,22,3950,12
pgh123456789,海大富,20,150,16,24,1654,22
pgh123456789,华佗,21,100,3,9,1257,27
pgh123456789,墨子,22,70,3,8,1028,9
pgh123456789,杜甫,23,100,4,36,6467,16
pgh123456789,廉颇,24,20,9,44,7145,18
pgh123456789,庄周,25,2,3,21,3750,30
pgh123456789,李元芳,26,1,4,13,1875,10
pgh123456789,鲁班,27,1,3,5,525,12
pgh123456789,孙武,28,1,94,95,260,103
pgh123456789,张良,29,1,3,3,110,33
pgh123456789,关羽,33,350,160,170,2051,169
pgh123456789,张飞,34,150,10,15,1007,16
pgh123456789,赵云,35,40,7,12,1130,16
pgh123456789,马超,36,350,126,149,4659,138
pgh123456789,黄忠,37,1,7,7,110,16
pgh123456789,诸葛亮,38,300,41,60,3809,47
pgh123456789,庞统,39,150,8,14,1363,17
pgh123456789,周瑜,40,150,11,17,1391,17
pgh123456789,郭嘉,41,400,657,662,1006,666
pgh123456789,韦小宝,44,350,6,14,1697,1254
pgh123456789,关银屏,51,350,1226,1245,3916,1730
pgh123456789,马云騄,55,400,13,35,4572,169
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pby123,零零发,1,300,18,74,11281,24
pby123,鳌拜,2,100,26,47,4311,32
pby123,和珅,3,20,4,6,525,19
pby123,郑板桥,4,20,4,11,1460,10
pby123,喜来乐,5,20,3,6,670,9
pby123,苏乞儿,6,150,14,21,1589,20
pby123,李卫,7,30,3,7,810,24
pby123,刘伯温,8,300,14,49,7141,20
pby123,林则徐,9,59,4,6,430,10
pby123,方世玉,10,300,5,36,6287,20
pby123,多尔衮,11,100,5,18,2736,11
pby123,左宗棠,12,100,5,19,2943,11
pby123,张之洞,13,50,10,31,4330,28
pby123,蒲松龄,14,50,3,9,1325,18
pby123,李鸿章,15,50,3,12,1965,9
pby123,李寻欢,16,150,14,22,1621,20
pby123,索尼,17,1,3,10,1550,27
pby123,胡雪岩,18,1,3,3,160,9
pby123,曹雪芹,19,1,3,4,274,12
pby123,海大富,20,150,8,14,1354,14
pby123,华佗,21,10,3,10,1560,27
pby123,墨子,22,1,3,9,1350,9
pby123,杜甫,23,11,4,35,6360,10
pby123,廉颇,24,11,9,12,615,18
pby123,庄周,25,1,3,8,1070,30
pby123,李元芳,26,1,4,7,760,10
pby123,鲁班,27,1,3,4,310,12
pby123,孙武,28,1,10,10,170,19
pby123,张良,29,1,3,3,50,33
pby123,关羽,33,50,8,16,1740,17
pby123,张飞,34,1,7,9,490,13
pby123,赵云,35,1,7,11,960,16
pby123,马超,36,350,136,141,1189,148
pby123,黄忠,37,1,7,8,390,16
pby123,诸葛亮,38,300,73,98,5181,79
pby123,庞统,39,1,8,11,630,14
pby123,周瑜,40,1,8,19,2230,14
pby123,郭嘉,41,400,792,802,2014,798
pby123,韦小宝,44,350,15,18,755,1296
pby123,关银屏,51,400,640,650,2078,694
pby123,马云騄,55,400,8,35,5588,179
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pby1234,零零发,1,300,18,76,11662,24
pby1234,鳌拜,2,40,26,44,3795,32
pby1234,和珅,3,20,4,7,720,19
pby1234,郑板桥,4,20,4,5,350,10
pby1234,喜来乐,5,20,3,5,460,9
pby1234,苏乞儿,6,100,7,20,2799,13
pby1234,李卫,7,30,4,5,380,25
pby1234,刘伯温,8,300,10,41,6282,16
pby1234,林则徐,9,10,3,13,2130,9
pby1234,方世玉,10,300,5,29,4808,20
pby1234,多尔衮,11,100,5,20,3100,11
pby1234,左宗棠,12,100,5,18,2672,11
pby1234,张之洞,13,60,12,39,5518,30
pby1234,蒲松龄,14,60,3,11,1646,18
pby1234,李鸿章,15,60,3,8,1194,9
pby1234,李寻欢,16,100,8,16,1705,14
pby1234,索尼,17,1,3,11,1635,27
pby1234,胡雪岩,18,1,3,5,500,9
pby1234,曹雪芹,19,1,3,9,1315,12
pby1234,海大富,20,100,8,12,874,14
pby1234,华佗,21,10,3,14,2205,27
pby1234,墨子,22,10,3,6,670,9
pby1234,杜甫,23,14,4,33,5990,10
pby1234,廉颇,24,1,9,12,615,18
pby1234,庄周,25,1,3,6,755,30
pby1234,李元芳,26,1,4,12,1790,10
pby1234,鲁班,27,1,3,4,380,12
pby1234,孙武,28,1,10,11,230,19
pby1234,张良,29,1,3,3,110,33
pby1234,关羽,33,40,8,10,480,17
pby1234,张飞,34,1,7,8,250,13
pby1234,赵云,35,1,7,12,1040,16
pby1234,马超,36,150,24,48,4997,36
pby1234,黄忠,37,1,7,9,420,16
pby1234,诸葛亮,38,400,671,674,678,695
pby1234,庞统,39,1,8,11,760,14
pby1234,周瑜,40,1,8,9,360,14
pby1234,郭嘉,41,350,180,188,1737,186
pby1234,韦小宝,44,350,3,14,2310,1002
pby1234,关银屏,51,400,722,732,2054,740
pby1234,马云騄,55,400,13,39,5272,169
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pby12345,零零发,1,300,18,72,10977,24
pby12345,鳌拜,2,100,30,47,3514,39
pby12345,和珅,3,10,4,5,340,19
pby12345,郑板桥,4,10,6,6,180,12
pby12345,喜来乐,5,10,14,24,2055,20
pby12345,苏乞儿,6,100,9,15,1381,15
pby12345,李卫,7,30,30,30,160,51
pby12345,刘伯温,8,300,12,42,6079,18
pby12345,林则徐,9,10,4,5,370,10
pby12345,方世玉,10,300,5,26,4285,20
pby12345,多尔衮,11,100,5,18,2644,14
pby12345,左宗棠,12,100,5,12,1509,11
pby12345,张之洞,13,50,8,30,4445,29
pby12345,蒲松龄,14,50,3,8,1155,18
pby12345,李鸿章,15,30,3,15,2570,9
pby12345,李寻欢,16,100,8,12,979,14
pby12345,索尼,17,1,3,12,1815,27
pby12345,胡雪岩,18,1,3,14,2200,9
pby12345,曹雪芹,19,1,3,3,30,12
pby12345,海大富,20,150,14,19,1198,20
pby12345,华佗,21,10,3,13,2165,27
pby12345,墨子,22,30,3,10,1400,9
pby12345,杜甫,23,20,4,13,1870,10
pby12345,廉颇,24,1,9,17,1730,18
pby12345,庄周,25,1,3,12,1880,30
pby12345,李元芳,26,1,4,13,1850,10
pby12345,鲁班,27,1,3,3,170,12
pby12345,孙武,28,1,10,10,140,19
pby12345,张良,29,1,3,3,20,33
pby12345,关羽,33,59,8,16,1725,17
pby12345,张飞,34,1,7,9,530,13
pby12345,赵云,35,150,10,24,2853,19
pby12345,马超,36,2,10,31,4290,22
pby12345,黄忠,37,1,7,8,280,16
pby12345,诸葛亮,38,300,41,63,4433,47
pby12345,庞统,39,59,8,10,545,17
pby12345,周瑜,40,1,8,10,430,14
pby12345,郭嘉,41,400,657,665,1734,666
pby12345,韦小宝,44,350,105,109,979,1068
pby12345,关银屏,51,350,196,223,5546,214
pby12345,马云騄,55,400,48,77,5984,219
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pby123456,零零发,1,300,18,83,13124,24
pby123456,鳌拜,2,100,26,54,5669,35
pby123456,和珅,3,10,3,15,2520,18
pby123456,郑板桥,4,10,5,16,2245,11
pby123456,喜来乐,5,20,3,15,2435,9
pby123456,苏乞儿,6,80,7,24,3452,13
pby123456,李卫,7,10,4,6,565,25
pby123456,刘伯温,8,300,12,43,6305,18
pby123456,林则徐,9,10,3,5,585,9
pby123456,方世玉,10,300,5,27,4584,20
pby123456,多尔衮,11,50,5,20,3065,14
pby123456,左宗棠,12,100,5,26,4340,11
pby123456,张之洞,13,50,10,31,4225,31
pby123456,蒲松龄,14,50,3,21,3770,18
pby123456,李鸿章,15,5,3,11,1700,9
pby123456,李寻欢,16,150,14,27,2785,20
pby123456,索尼,17,1,3,7,905,27
pby123456,胡雪岩,18,1,3,10,1500,9
pby123456,海大富,20,100,8,30,4591,14
pby123456,华佗,21,1,3,8,1090,27
pby123456,墨子,22,4,3,5,575,9
pby123456,杜甫,23,2,4,35,6260,10
pby123456,廉颇,24,11,9,18,1860,18
pby123456,庄周,25,1,3,13,2055,30
pby123456,李元芳,26,1,4,27,4750,10
pby123456,鲁班,27,1,3,4,240,12
pby123456,孙武,28,1,10,10,80,19
pby123456,张良,29,1,3,3,20,33
pby123456,关羽,33,200,24,35,2310,33
pby123456,张飞,34,350,55,77,4470,61
pby123456,赵云,35,59,7,12,1014,16
pby123456,马超,36,59,22,43,4260,34
pby123456,黄忠,37,1,7,7,110,16
pby123456,诸葛亮,38,400,741,742,289,753
pby123456,庞统,39,59,8,11,725,17
pby123456,周瑜,40,59,8,15,1445,14
pby123456,郭嘉,41,300,21,55,6892,30
pby123456,韦小宝,44,350,108,112,971,1005
pby123456,关银屏,51,350,182,191,1918,200
pby123456,马云騄,55,400,48,75,5574,219
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pby1234567,零零发,1,300,18,75,11553,24
pby1234567,鳌拜,2,80,28,46,3777,37
pby1234567,和珅,3,10,3,13,2045,18
pby1234567,郑板桥,4,10,3,4,250,9
pby1234567,喜来乐,5,10,3,4,365,9
pby1234567,苏乞儿,6,200,13,30,3431,19
pby1234567,李卫,7,10,3,9,1380,24
pby1234567,刘伯温,8,300,14,45,6219,20
pby1234567,林则徐,9,10,3,4,360,9
pby1234567,方世玉,10,300,140,145,1055,155
pby1234567,多尔衮,11,50,5,20,3070,14
pby1234567,左宗棠,12,2,5,21,3280,11
pby1234567,张之洞,13,1,8,30,4585,29
pby1234567,蒲松龄,14,1,3,4,310,18
pby1234567,李鸿章,15,1,5,9,995,11
pby1234567,李寻欢,16,200,11,23,2552,17
pby1234567,索尼,17,1,3,4,300,27
pby1234567,海大富,20,100,8,24,3291,14
pby1234567,华佗,21,13,3,8,1040,27
pby1234567,墨子,22,1,3,5,400,9
pby1234567,杜甫,23,50,4,39,7025,10
pby1234567,廉颇,24,1,9,15,1355,18
pby1234567,庄周,25,1,3,10,1400,30
pby1234567,李元芳,26,1,4,30,5300,10
pby1234567,鲁班,27,1,3,4,240,12
pby1234567,孙武,28,1,58,58,130,67
pby1234567,张良,29,1,3,3,10,33
pby1234567,关羽,33,200,8,16,1644,17
pby1234567,张飞,34,59,7,9,420,13
pby1234567,赵云,35,1,7,10,720,16
pby1234567,马超,36,150,16,38,4452,28
pby1234567,黄忠,37,1,7,7,100,16
pby1234567,诸葛亮,38,300,133,154,4372,139
pby1234567,庞统,39,59,8,9,330,17
pby1234567,周瑜,40,59,8,9,250,14
pby1234567,郭嘉,41,400,492,498,1377,501
pby1234567,韦小宝,44,350,6,18,2598,915
pby1234567,马云騄,55,400,8,37,5880,179
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pby12345678,零零发,1,300,18,69,10294,24
pby12345678,鳌拜,2,59,26,42,3260,35
pby12345678,和珅,3,10,3,3,190,18
pby12345678,郑板桥,4,10,3,3,140,9
pby12345678,喜来乐,5,10,3,3,164,9
pby12345678,苏乞儿,6,100,9,19,2074,15
pby12345678,李卫,7,10,3,3,110,24
pby12345678,刘伯温,8,300,8,39,6238,14
pby12345678,林则徐,9,20,3,3,170,9
pby12345678,方世玉,10,300,5,26,4366,20
pby12345678,多尔衮,11,50,5,15,2160,14
pby12345678,左宗棠,12,50,5,16,2210,11
pby12345678,张之洞,13,10,8,29,4300,29
pby12345678,蒲松龄,14,10,3,3,150,18
pby12345678,李鸿章,15,10,3,4,260,9
pby12345678,李寻欢,16,100,8,13,1182,14
pby12345678,海大富,20,125,11,22,2308,17
pby12345678,华佗,21,20,3,4,270,27
pby12345678,墨子,22,5,3,3,180,9
pby12345678,杜甫,23,10,4,30,5250,10
pby12345678,廉颇,24,10,9,9,180,18
pby12345678,庄周,25,1,3,4,250,30
pby12345678,李元芳,26,1,4,12,1680,10
pby12345678,鲁班,27,1,3,4,200,12
pby12345678,孙武,28,300,208,218,2090,217
pby12345678,关羽,33,16,8,9,300,17
pby12345678,张飞,34,2,7,8,260,13
pby12345678,赵云,35,1,7,10,640,16
pby12345678,马超,36,200,31,55,4928,43
pby12345678,黄忠,37,1,7,7,100,16
pby12345678,诸葛亮,38,300,38,67,5896,44
pby12345678,庞统,39,1,8,8,180,17
pby12345678,郭嘉,41,300,183,217,6806,192
pby12345678,韦小宝,44,200,6,16,2138,75
pby12345678,马云騄,55,400,8,40,6504,473
pby12345678,祝融,68,400,251,304,10738,269
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
pby123456789,零零发,1,300,18,99,16339,24
pby123456789,鳌拜,2,50,26,51,5045,35
pby123456789,和珅,3,10,3,20,3495,18
pby123456789,郑板桥,4,10,5,30,5060,11
pby123456789,喜来乐,5,61,7,9,422,13
pby123456789,苏乞儿,6,110,7,16,1986,13
pby123456789,李卫,7,1,4,22,3615,25
pby123456789,刘伯温,8,300,14,48,6815,20
pby123456789,林则徐,9,1,3,11,1650,9
pby123456789,方世玉,10,300,5,56,10334,20
pby123456789,多尔衮,11,50,5,27,4505,14
pby123456789,左宗棠,12,2,5,13,1770,11
pby123456789,张之洞,13,1,12,32,4000,33
pby123456789,蒲松龄,14,1,3,21,3730,18
pby123456789,李鸿章,15,1,3,28,5045,9
pby123456789,李寻欢,16,20,8,13,1025,14
pby123456789,索尼,17,1,3,16,2610,27
pby123456789,胡雪岩,18,1,3,8,1195,9
pby123456789,曹雪芹,19,1,3,22,3850,12
pby123456789,海大富,20,100,14,16,558,20
pby123456789,华佗,21,50,3,23,4105,27
pby123456789,墨子,22,2,3,11,1695,9
pby123456789,杜甫,23,1,4,29,5155,10
pby123456789,廉颇,24,1,9,15,1375,18
pby123456789,庄周,25,1,3,18,3165,30
pby123456789,李元芳,26,1,4,10,1255,10
pby123456789,鲁班,27,1,3,3,180,12
pby123456789,孙武,28,1,10,10,110,19
pby123456789,关羽,33,90,12,24,2419,21
pby123456789,张飞,34,1,7,19,2515,13
pby123456789,赵云,35,1,7,10,670,16
pby123456789,马超,36,30,16,38,4520,28
pby123456789,黄忠,37,1,7,7,100,16
pby123456789,诸葛亮,38,300,32,50,3712,38
pby123456789,郭嘉,41,300,135,187,10540,144
pby123456789,韦小宝,44,200,3,40,7486,60
pby123456789,关银屏,51,400,988,1006,3792,1006
pby123456789,马云騄,55,1,8,24,3310,74
pby123456789,张春华,66,250,60,100,8188,78
pby123456789,祝融,68,350,270,580,62144,2283
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
wang77,零零发,1,300,18,53,7100,24
wang77,鳌拜,2,60,30,36,1204,36
wang77,和珅,3,33,2,8,1380,17
wang77,郑板桥,4,10,2,6,810,8
wang77,喜来乐,5,39,2,10,1735,8
wang77,苏乞儿,6,100,11,17,1323,17
wang77,李卫,7,50,2,6,875,23
wang77,刘伯温,8,300,4,24,4059,10
wang77,林则徐,9,12,2,4,450,8
wang77,方世玉,10,300,5,20,3051,20
wang77,多尔衮,11,100,5,13,1789,20
wang77,左宗棠,12,33,10,14,950,16
wang77,张之洞,13,32,4,17,2670,22
wang77,蒲松龄,14,50,2,6,880,17
wang77,李鸿章,15,10,2,3,325,8
wang77,李寻欢,16,100,8,18,2083,14
wang77,索尼,17,1,2,3,350,26
wang77,胡雪岩,18,100,3,6,670,9
wang77,曹雪芹,19,10,2,9,1445,11
wang77,海大富,20,100,8,15,1568,14
wang77,华佗,21,13,2,6,820,26
wang77,墨子,22,24,2,16,2845,8
wang77,杜甫,23,7,4,5,250,10
wang77,廉颇,24,1,9,13,940,18
wang77,庄周,25,1,2,2,185,29
wang77,李元芳,26,1,4,8,845,10
wang77,鲁班,27,1,2,2,20,11
wang77,关羽,33,1,8,8,90,17
wang77,张飞,34,1,7,7,100,13
wang77,赵云,35,1,7,10,690,16
wang77,马超,36,1,10,36,5370,22
wang77,黄忠,37,1,7,7,90,16
wang77,诸葛亮,38,300,172,193,4220,178
wang77,郭嘉,41,300,183,234,10248,189
wang77,韦小宝,44,300,36,39,777,93
wang77,黄飞鸿,45,300,134,135,346,233
wang77,马云騄,55,1,8,24,3305,89
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
wang777,零零发,1,300,18,55,7427,24
wang777,鳌拜,2,10,20,31,2235,23
wang777,和珅,3,30,1,3,475,16
wang777,郑板桥,4,10,1,10,1875,7
wang777,喜来乐,5,10,1,12,2220,7
wang777,苏乞儿,6,82,7,11,927,13
wang777,李卫,7,2,1,9,1645,22
wang777,刘伯温,8,300,4,26,4430,10
wang777,林则徐,9,1,1,2,335,7
wang777,方世玉,10,300,5,17,2489,20
wang777,多尔衮,11,57,5,8,730,8
wang777,左宗棠,12,80,5,8,723,11
wang777,张之洞,13,50,2,21,3900,17
wang777,蒲松龄,14,40,1,15,2960,16
wang777,李鸿章,15,1,1,3,590,7
wang777,李寻欢,16,80,8,10,465,14
wang777,索尼,17,1,1,9,1665,25
wang777,胡雪岩,18,1,1,12,2370,7
wang777,曹雪芹,19,7,1,2,385,10
wang777,海大富,20,90,8,22,2892,14
wang777,华佗,21,1,1,15,2985,25
wang777,墨子,22,1,1,13,2435,7
wang777,杜甫,23,1,4,7,780,10
wang777,廉颇,24,1,9,12,685,18
wang777,庄周,25,1,1,4,770,28
wang777,李元芳,26,1,4,11,1450,10
wang777,鲁班,27,1,1,16,3140,10
wang777,关羽,33,1,8,10,450,17
wang777,张飞,34,1,7,15,1665,13
wang777,赵云,35,1,7,26,3955,16
wang777,马超,36,1,10,37,5585,22
wang777,黄忠,37,1,7,16,1820,16
wang777,诸葛亮,38,300,134,136,428,140
wang777,郭嘉,41,350,162,215,10714,165
wang777,韦小宝,44,150,3,18,3188,30
wang777,黄飞鸿,45,300,140,154,2985,221
wang777,马云騄,55,350,8,36,5733,650
profile,姓名,id,等级,武力,满武力,书籍经验,总资质
wang7777,零零发,1,300,18,51,6794,24
wang7777,鳌拜,2,20,22,27,1090,25
wang7777,和珅,3,50,1,1,135,16
wang7777,郑板桥,4,10,1,2,230,7
wang7777,喜来乐,5,50,1,1,140,7
wang7777,苏乞儿,6,81,7,11,900,13
wang7777,李卫,7,20,1,2,380,22
wang7777,刘伯温,8,300,4,23,3954,10
wang7777,林则徐,9,5,1,2,270,7
wang7777,方世玉,10,300,160,173,2756,175
wang7777,多尔衮,11,50,5,7,545,8
wang7777,左宗棠,12,85,5,7,523,17
wang7777,张之洞,13,2,4,13,1880,19
wang7777,蒲松龄,14,1,1,1,140,31
wang7777,李鸿章,15,1,1,1,135,7
wang7777,李寻欢,16,90,8,10,480,14
wang7777,索尼,17,1,1,6,1170,25
wang7777,胡雪岩,18,1,1,2,275,7
wang7777,曹雪芹,19,1,1,1,80,10
wang7777,海大富,20,100,8,11,722,14
wang7777,华佗,21,1,1,1,145,25
wang7777,墨子,22,1,1,1,110,7
wang7777,杜甫,23,1,4,4,180,10
wang7777,廉颇,24,1,9,9,160,18
wang7777,庄周,25,1,1,1,110,28
wang7777,李元芳,26,1,4,4,140,10
wang7777,鲁班,27,1,1,1,80,10
wang7777,关羽,33,1,8,8,80,17
wang7777,张飞,34,1,7,7,100,13
wang7777,赵云,35,1,7,10,740,16
wang7777,马超,36,1,10,32,4400,22
wang7777,黄忠,37,1,7,7,100,16
wang7777,诸葛亮,38,300,192,211,3858,198
wang7777,郭嘉,41,300,222,265,8724,225
wang7777,韦小宝,44,300,60,62,506,117
wang7777,马云騄,55,300,8,28,4130,524
